timestamp,test-class,test-method,time,description,result
2021-08-29 21:09:45.45,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,976,"[3] recordIndex=2, moment=2020/08/20 17:15, author=Ian Somerhalder, text=Just turning 42!, info=null",OK
2021-08-29 21:09:46.628,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,921,"[4] recordIndex=3, moment=2018/05/09 10:37, author=Peter Parker, text=I'm Spiderman!, info=http://www.example.com",OK
2021-08-29 21:09:47.712,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,841,"[5] recordIndex=4, moment=2020/09/12 11:20, author=Squidward Po, text=I'm angry, info=https://www.youtube.com/watch?v=Gx4qSjcKNcA",OK
2021-08-29 21:09:48.834,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,871,"[6] recordIndex=5, moment=2021/08/28 10:25, author=Frank Cyrus, text=Bored!, info=null",OK
2021-08-29 21:09:49.887,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,824,"[7] recordIndex=6, moment=2021/08/28 10:37, author=Javier Decuca, text=I'm Hacker!, info=https://twitter.com",OK
2021-08-29 21:10:15.384,acme.testing.anonymous.shout.AnonymousShoutListRecentTest,listRecent,1459,"[1] recordIndex=0, moment=2021/08/28 10:37, author=Javier Decuca, text=I'm Hacker!, info=https://twitter.com",OK
2021-08-29 21:10:17.127,acme.testing.anonymous.shout.AnonymousShoutListRecentTest,listRecent,1503,"[2] recordIndex=1, moment=2021/08/28 10:25, author=Frank Cyrus, text=Bored!, info=null",OK
2021-08-29 21:10:44.017,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3634,"[1] recordIndex=7, moment=2021/05/16 18:29, author=Noel Doe, text=I'm Papa Noel, info=null",OK
2021-08-29 21:10:47.525,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3152,"[2] recordIndex=8, moment=2021/05/16 18:29, author=Patrick Start, text=I'm lazy, info=http://www.example.com",OK
2021-08-29 21:10:50.675,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2923,"[3] recordIndex=9, moment=2021/05/16 18:29, author=Ian Somerhalder, text=I'm handsome, info=null",OK
2021-08-29 21:10:53.726,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2810,"[4] recordIndex=10, moment=2021/05/16 18:29, author=Peter Parker, text=Mary Jane doesn't love me anymore:(, info=http://www.example.com",OK
2021-08-29 21:10:56.819,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2848,"[5] recordIndex=11, moment=2021/05/16 18:29, author=Squidward Po, text=I'm 15!, info=https://www.youtube.com/watch?v=Gx4qSjcKNcA",OK
2021-08-29 21:11:00.241,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3164,"[6] recordIndex=12, moment=2021/05/16 18:29, author=Frank Cyrus, text=Bored!, info=null",OK
2021-08-29 21:11:02.641,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2147,"[7] recordIndex=13, moment=2021/05/16 18:29, author=Javier Vila, text=I'm hungry!, info=https://twitter.com",OK
2021-08-29 21:11:04.248,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1353,"[1] recordIndex=0, moment=2021/05/16 19:00, author=null, text=null, info=null",OK
2021-08-29 21:11:05.895,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1371,"[2] recordIndex=0, moment=2021/05/16 19:00, author=null, text=I'm clever, info=http://www.example.com",OK
2021-08-29 21:11:07.496,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1369,"[3] recordIndex=0, moment=2021/05/16 19:00, author=Jooooooooooooooooooooooooooooooooooooooooooooooohn, text=I'm clever, info=http://www.example.com",OK
2021-08-29 21:11:09.175,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1353,"[4] recordIndex=0, moment=2021/05/16 19:00, author=J, text=I'm clever, info=http://www.example.com",OK
2021-08-29 21:11:10.724,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1317,"[5] recordIndex=0, moment=2021/05/16 19:00, author=Ian Somerhalder, text=null, info=null",OK
2021-08-29 21:11:12.47,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1460,"[6] recordIndex=0, moment=2021/05/16 19:00, author=Ian Somerhalder, text=holaholahoholaholahoholaholahoholaholahoholaholahoholaholahoholaholahoholaholahoholaholahoholaholahol, info=null",OK
2021-08-29 21:11:14.196,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1423,"[7] recordIndex=0, moment=2021/05/16 19:00, author=Peter Parker, text=Nigeria is the best country, info=http://www.example.com",OK
2021-08-29 21:11:15.92,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1464,"[8] recordIndex=0, moment=2021/05/16 19:00, author=Nigeria, text=Nigeria is the best country, info=http://www.example.com",OK
2021-08-29 21:11:17.66,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1413,"[9] recordIndex=0, moment=2021/05/16 19:00, author=Nigeria, text=Spain is the best country, info=http://www.example.com",OK
2021-08-29 21:11:47.735,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,7043,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-08-29 21:11:54.471,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6506,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-08-29 21:12:01.583,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6835,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-08-29 21:12:08.142,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6306,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-08-29 21:12:14.946,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6503,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-08-29 21:12:22.203,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,7031,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-08-29 21:12:29.101,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6517,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-08-29 21:12:35.813,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6476,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-08-29 21:12:42.427,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6365,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-08-29 21:12:49.429,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6739,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-08-29 21:12:56.226,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,6570,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-08-29 21:13:03.638,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,negativeBecomeManager,7168,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-08-29 21:13:08.638,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,4760,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=Cash & Carry, Co, sector=Retailer",OK
2021-08-29 21:13:14.726,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5816,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=Cash & Carry, Co, sector=Retailer",OK
2021-08-29 21:13:20.261,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5286,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=Networks, Inc., sector=Communications",OK
2021-08-29 21:13:25.81,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5317,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=Networks, Inc., sector=Communications",OK
2021-08-29 21:13:31.399,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5332,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=Baby Care, GmbH, sector=Children care",OK
2021-08-29 21:13:37.17,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5535,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name, company=Baby Care, GmbH, sector=Children care",OK
2021-08-29 21:13:42.748,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5330,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com, company=Like children, sector=N/A",OK
2021-08-29 21:13:48.32,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5328,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com, company=Good at WIS development, sector=Design and Testing II",OK
2021-08-29 21:13:54.097,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5490,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com, company=Good at playing the piano, sector=Skoove on-line course",OK
2021-08-29 21:13:59.966,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5639,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de, company=N/A, sector=N/A",OK
2021-08-29 21:14:05.367,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5134,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com, company=Like spiders, sector=Aracno Master at Toaster’s University",OK
2021-08-29 21:14:10.764,acme.testing.authenticated.manager.AuthenticatedManagerCreateTest,positiveBecomeManager,5133,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com, company=Java EE, HTML, CSS, JavaScript, JSP, sector=Toaster’s University",OK
2021-08-29 21:14:39.655,acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest,positiveUpdateManager,4766,"[1] company=Telefonica, sector=Informatica",OK
2021-08-29 21:14:45.249,acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest,positiveUpdateManager,5247,"[2] company=Movistar, sector=Informatica",OK
2021-08-29 21:14:50.602,acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest,positiveUpdateManager,5103,"[3] company=Vodafone, sector=Informatica",OK
2021-08-29 21:14:55.751,acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest,positiveUpdateManager,4904,"[4] company=Rockstar, sector=Informatica",OK
2021-08-29 21:14:59.974,acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest,negativeUpdateManager,3971,"[1] company=null, sector=null",OK
2021-08-29 21:15:24.546,acme.testing.anonymous.task.AnonymousTaskListTest,list,1708,"[1] recordIndex=0, title=task3, begin=2021/11/13 09:00, end=2021/12/13 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.30, executionPeriod=720.00",OK
2021-08-29 21:15:26.845,acme.testing.anonymous.task.AnonymousTaskListTest,list,1824,"[2] recordIndex=1, title=task4, begin=2021/11/09 07:00, end=2021/11/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30, executionPeriod=1.00",OK
2021-08-29 21:15:28.691,acme.testing.anonymous.task.AnonymousTaskListTest,list,1602,"[3] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.45, executionPeriod=2.00",OK
2021-08-29 21:15:56.417,acme.testing.SignUpTest,positiveSignUp,5154,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, phone=Cash & Carry, Co",OK
2021-08-29 21:16:02.531,acme.testing.SignUpTest,positiveSignUp,5858,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, phone=Cash & Carry, Co",OK
2021-08-29 21:16:07.978,acme.testing.SignUpTest,positiveSignUp,5172,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, phone=Networks, Inc.",OK
2021-08-29 21:16:14.079,acme.testing.SignUpTest,positiveSignUp,5816,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, phone=Networks, Inc.",OK
2021-08-29 21:16:19.765,acme.testing.SignUpTest,positiveSignUp,5451,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, phone=Baby Care, GmbH",OK
2021-08-29 21:16:48.986,acme.testing.administrator.taskDashboard.AdministratorTaskDashboardShowTest,show,3860,"show()",OK
2021-08-29 21:17:18.945,acme.testing.administrator.workplanDashboard.AdministratorWorkPlanDashboardShowTest,showPanel,4253,"showPanel()",OK
2021-08-29 21:17:22.521,acme.testing.administrator.workplanDashboard.AdministratorWorkPlanDashboardShowTest,showCanvas,3341,"showCanvas()",OK
2021-08-29 21:17:55.123,acme.testing.administrator.threshold.AdministratorThresholdUpdateResetTest,updateReset,9883,"[1] thresholdNumber=100.00",OK
2021-08-29 21:18:05.395,acme.testing.administrator.threshold.AdministratorThresholdUpdateResetTest,updateReset,10020,"[2] thresholdNumber=20.00",OK
2021-08-29 21:18:14.935,acme.testing.administrator.threshold.AdministratorThresholdUpdateResetTest,updateReset,9267,"[3] thresholdNumber=0.00",OK
2021-08-29 21:18:43.539,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,updatePositive,5757,"[1] thresholdNumber=100.00",OK
2021-08-29 21:18:49.882,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,updatePositive,6072,"[2] thresholdNumber=20",OK
2021-08-29 21:18:55.912,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,updatePositive,5738,"[3] thresholdNumber=0.00",OK
2021-08-29 21:19:01.477,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,updateNegative,5291,"[1] thresholdNumber=500",OK
2021-08-29 21:19:06.925,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,updateNegative,5188,"[2] thresholdNumber=-10",OK
2021-08-29 21:19:12.442,acme.testing.administrator.threshold.AdministratorThresholdUpdateTest,updateNegative,5253,"[3] thresholdNumber=100.10",OK
2021-08-29 21:19:38.409,acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest,listWorkPlanTasks,2504,"[1] recordIndex=0, tasks=123; task3; Public; 124; task4; Public",OK
2021-08-29 21:20:03.874,acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest,listWorkPlan,1616,"[1] recordIndex=0, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, workload=11.30, executionPeriod=744.45",OK
2021-08-29 21:20:33.4,acme.testing.administrator.word.TestCreateWord,PositiveCreateWord,5710,"[1] word=Colombia, recordIndex=11",OK
2021-08-29 21:20:38.917,acme.testing.administrator.word.TestCreateWord,PositiveCreateWord,5217,"[2] word=Nigga, recordIndex=12",OK
2021-08-29 21:20:44.883,acme.testing.administrator.word.TestCreateWord,PositiveCreateWord,5725,"[3] word=Negrata, recordIndex=13",OK
2021-08-29 21:20:48.247,acme.testing.administrator.word.TestCreateWord,NegativeCreateWord,3111,"[1] word=sexo",OK
2021-08-29 21:20:51.651,acme.testing.administrator.word.TestCreateWord,NegativeCreateWord,3153,"[2] word=null",OK
2021-08-29 21:21:18.485,acme.testing.administrator.word.TestListShowWord,positiveListShow,4260,"[1] index=0, word=Nigeria",OK
2021-08-29 21:21:22.914,acme.testing.administrator.word.TestListShowWord,positiveListShow,4199,"[2] index=1, word=sexo",OK
2021-08-29 21:21:27.319,acme.testing.administrator.word.TestListShowWord,positiveListShow,4149,"[3] index=2, word=sex",OK
2021-08-29 21:21:31.812,acme.testing.administrator.word.TestListShowWord,positiveListShow,4203,"[4] index=3, word=hardcore",OK
2021-08-29 21:21:36.24,acme.testing.administrator.word.TestListShowWord,positiveListShow,4189,"[5] index=4, word=Viagra",OK
2021-08-29 21:22:05.264,acme.testing.administrator.word.TestDeleteWord,positiveDeleteShow,4973,"[1] index=0, word=Nigeria",OK
2021-08-29 21:22:10.877,acme.testing.administrator.word.TestDeleteWord,positiveDeleteShow,5367,"[2] index=1, word=sexo",OK
2021-08-29 21:22:16.673,acme.testing.administrator.word.TestDeleteWord,positiveDeleteShow,5544,"[3] index=2, word=sex",OK
2021-08-29 21:22:22.613,acme.testing.administrator.word.TestDeleteWord,positiveDeleteShow,5676,"[4] index=3, word=hardcore",OK
2021-08-29 21:22:27.866,acme.testing.administrator.word.TestDeleteWord,positiveDeleteShow,5003,"[5] index=4, word=Viagra",OK
2021-08-29 21:22:56.823,acme.testing.administrator.word.TestUpdateWord,PositiveUpdateWord,4579,"[1] word=follar, index=0",OK
2021-08-29 21:23:01.649,acme.testing.administrator.word.TestUpdateWord,PositiveUpdateWord,4570,"[2] word=fuck, index=1",OK
2021-08-29 21:23:06.141,acme.testing.administrator.word.TestUpdateWord,PositiveUpdateWord,4235,"[3] word=warzone, index=2",OK
2021-08-29 21:23:10.181,acme.testing.administrator.word.TestUpdateWord,NegativeUpdateWord,3766,"[1] word=null, index=0",OK
2021-08-29 21:23:14.183,acme.testing.administrator.word.TestUpdateWord,NegativeUpdateWord,3721,"[2] word=null, index=1",OK
2021-08-29 21:23:18.345,acme.testing.administrator.word.TestUpdateWord,NegativeUpdateWord,3896,"[3] word=null, index=2",OK
2021-08-29 21:23:49.21,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,negativeBecomeProvider,6199,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=, sector=null, phone=622191444",OK
2021-08-29 21:23:55.787,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,negativeBecomeProvider,6341,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=, sector=null, phone=622191444",OK
2021-08-29 21:24:01.61,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,negativeBecomeProvider,5576,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=, sector=null, phone=622191444",OK
2021-08-29 21:24:07.991,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,negativeBecomeProvider,6123,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=, sector=null, phone=622191444",OK
2021-08-29 21:24:13.571,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,negativeBecomeProvider,5366,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=, sector=null, phone=622191444",OK
2021-08-29 21:24:18.002,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,positiveBecomeProvider,4198,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675",OK
2021-08-29 21:24:23.066,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,positiveBecomeProvider,4757,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675",OK
2021-08-29 21:24:27.781,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,positiveBecomeProvider,4416,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=Networks, Inc., sector=Communications, phone=638845675",OK
2021-08-29 21:24:32.404,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,positiveBecomeProvider,4388,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=Networks, Inc., sector=Communications, phone=638845675",OK
2021-08-29 21:24:36.92,acme.testing.authenticated.provider.AuthenticatedProviderCreateTest,positiveBecomeProvider,4252,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=Baby Care, GmbH, sector=Children care, phone=638845675",OK
2021-08-29 21:25:10.119,acme.testing.authenticated.provider.AuthenticatedProviderUpdateTest,positiveUpdateConsumer,9326,"[1] company=Telefonica, sector=Informatica",OK
2021-08-29 21:25:14.341,acme.testing.authenticated.provider.AuthenticatedProviderUpdateTest,negativeUpdateConsumer,3965,"[1] company=null, sector=null",OK
