timestamp;test-class;test-method;time;description;result;;;
2021-08-29 22:55:29.266;acme.testing.authenticated.task.AuthenticatedTaskListTest;list;5796;[3] recordIndex=2, title=task9, begin=2020/01/27 11:00, end=2020/01/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=72.00;OK;;;
;;Promedio list;5785,666667;;;;;
2021-08-29 22:56:49.083;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5301;[1] recordIndex=3, title=null, begin=null, end=null, description=null, link=null, isPublic=false, workload=null;OK;;;
2021-08-29 22:56:54.687;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5416;[2] recordIndex=3, title=null, begin=2020/10/12 10:00, end=2020/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00;OK;;;
2021-08-29 22:57:00.489;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5615;[3] recordIndex=3, title=task3, begin=null, end=2021/12/13 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.30;OK;;;
2021-08-29 22:57:06.345;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5668;[4] recordIndex=3, title=task4, begin=2021/11/09 07:00, end=null, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30;OK;;;
2021-08-29 22:57:12.128;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5580;[5] recordIndex=3, title=task8, begin=2020/10/27 10:00, end=2020/10/30 10:10, description=null, link=http://www.example.com, isPublic=true, workload=25.30;OK;;;
2021-08-29 22:57:17.715;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5399;[6] recordIndex=3, title=task9, begin=2020/01/27 11:00, end=2020/01/30 11:00, description=The principals of the system can be either anonymous users., link=null, isPublic=false, workload=null;OK;;;
2021-08-29 22:57:23.563;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5662;[7] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.60;OK;;;
2021-08-29 22:57:29.374;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5623;[8] recordIndex=3, title=task21, begin=2021/08/21 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.40;OK;;;
2021-08-29 22:57:35.218;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5657;[9] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=10.10;OK;;;
2021-08-29 22:57:41.092;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5671;[10] recordIndex=3, title=Has gananado un viajea a Nigeria, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=10.10;OK;;;
2021-08-29 22:57:46.97;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5690;[11] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=Sexo en Nigeria, link=http://www.example.com, isPublic=true, workload=0.10;OK;;;
2021-08-29 22:57:52.8;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5641;[12] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=1.01;OK;;;
2021-08-29 22:57:58.665;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5676;[13] recordIndex=3, title=t, begin=2021/08/21 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.40;OK;;;
2021-08-29 22:58:04.291;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5422;[14] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=99.60;OK;;;
2021-08-29 22:58:09.941;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5461;[15] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.00;OK;;;
2021-08-29 22:58:15.536;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5408;[16] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=-100.00;OK;;;
2021-08-29 22:58:21.119;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5394;[17] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=100.60;OK;;;
;;Promedio createNegative;5546,117647;;;;;
2021-08-29 22:55:45.307;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8298;[1] recordIndex=7, title=task11, begin=2021/10/12 10:00, end=2021/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00;OK;;;
2021-08-29 22:55:53.571;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8078;[2] recordIndex=8, title=task12, begin=2022/10/12 10:00, end=2022/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00;OK;;;
2021-08-29 22:56:02.023;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8264;[3] recordIndex=9, title=task13, begin=2021/11/06 09:00, end=2021/12/06 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.20;OK;;;
2021-08-29 22:56:10.504;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8292;[4] recordIndex=10, title=task14, begin=2022/06/09 07:00, end=2022/06/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=1.00;OK;;;
2021-08-29 22:56:18.765;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8072;[5] recordIndex=11, title=task15, begin=2021/09/20 10:00, end=2021/09/22 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=25.59;OK;;;
2021-08-29 22:56:27.077;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8125;[6] recordIndex=12, title=task16, begin=2022/03/27 11:00, end=2022/03/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=20.00;OK;;;
2021-08-29 22:56:35.353;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8086;[7] recordIndex=13, title=task17, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=99.59;OK;;;
2021-08-29 22:56:43.593;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8052;[8] recordIndex=14, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.59;OK;;;
;;Promedio createPositive;8158,375;;;;;
2021-08-29 23:00:11.174;acme.testing.manager.task.ManagerTaskDeleteTest;deletePositive;6086;[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=24.00;OK;;;
2021-08-29 23:00:17.363;acme.testing.manager.task.ManagerTaskDeleteTest;deletePositive;5999;[2] recordIndex=0, title=task2, begin=2020/10/12 10:00, end=2020/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00, executionPeriod=24.10;OK;;;
;;Promedio deletePositive;6042,5;;;;;
2021-08-29 22:58:34.754;acme.testing.manager.task.ManagerTaskListTest;listAll;6070;[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=24.00;OK;;;
2021-08-29 22:58:40.997;acme.testing.manager.task.ManagerTaskListTest;listAll;6041;[2] recordIndex=1, title=task2, begin=2020/10/12 10:00, end=2020/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00, executionPeriod=24.10;OK;;;
2021-08-29 22:58:47.22;acme.testing.manager.task.ManagerTaskListTest;listAll;6036;[3] recordIndex=2, title=task3, begin=2021/11/13 09:00, end=2021/12/13 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.30, executionPeriod=720.00;OK;;;
2021-08-29 22:58:53.498;acme.testing.manager.task.ManagerTaskListTest;listAll;6075;[4] recordIndex=3, title=task4, begin=2021/11/09 07:00, end=2021/11/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30, executionPeriod=1.00;OK;;;
2021-08-29 22:58:59.721;acme.testing.manager.task.ManagerTaskListTest;listAll;6019;[5] recordIndex=4, title=task8, begin=2020/10/27 10:00, end=2020/10/30 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=25.30, executionPeriod=72.10;OK;;;
2021-08-29 22:59:05.941;acme.testing.manager.task.ManagerTaskListTest;listAll;6033;[6] recordIndex=5, title=task9, begin=2020/01/27 11:00, end=2020/01/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=72.00;OK;;;
2021-08-29 22:59:12.204;acme.testing.manager.task.ManagerTaskListTest;listAll;6073;[7] recordIndex=6, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.25, executionPeriod=1.00;OK;;;
;;Promedio listAll;6049,571429;;;;;
2021-08-29 22:59:51.189;acme.testing.manager.task.ManagerTaskPublishTest;publihsNegative;6028;[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00;OK;;;
2021-08-29 22:59:57.4;acme.testing.manager.task.ManagerTaskPublishTest;publihsNegative;6025;[2] recordIndex=3, title=task4, begin=2021/11/09 07:00, end=2021/11/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30;OK;;;
;;Promedio publihsNegative;6026,5;;;;;
2021-08-29 22:59:28.095;acme.testing.manager.task.ManagerTaskPublishTest;publihsPositive;8251;[1] recordIndex=0, title=task5, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.15;OK;;;
2021-08-29 22:59:36.55;acme.testing.manager.task.ManagerTaskPublishTest;publihsPositive;8267;[2] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=1.00;OK;;;
2021-08-29 22:59:44.973;acme.testing.manager.task.ManagerTaskPublishTest;publihsPositive;8234;[3] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.45;OK;;;
;;Promedio publihsPositive;8250,666667;;;;;
2021-08-29 23:01:36.436;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6668;[1] recordIndex=0, title=null, begin=null, end=null, description=null, workload=null;OK;;;
2021-08-29 23:01:43.44;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6536;[2] recordIndex=0, title=null, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., workload=0.15;OK;;;
2021-08-29 23:01:50.208;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6301;[3] recordIndex=0, title=task5, begin=null, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., workload=null;OK;;;
2021-08-29 23:01:57.174;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6510;[4] recordIndex=0, title=task5, begin=2024/10/14 09:00, end=null, description=The principals of the system can be either anonymous users., workload=null;OK;;;
2021-08-29 23:02:04.226;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6579;[5] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=The principals of the system can be either anonymous users., workload=null;OK;;;
2021-08-29 23:02:11.186;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6495;[6] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=null, workload=1.00;OK;;;
2021-08-29 23:02:18.209;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6553;[7] recordIndex=2, title=task7, begin=2025/10/28 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., workload=0.45;OK;;;
2021-08-29 23:02:25.226;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6549;[8] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/26 12:00, description=The principals of the system can be either anonymous users., workload=0.45;OK;;;
2021-08-29 23:02:32.255;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6544;[9] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 10:00, description=The principals of the system can be either anonymous users., workload=0.45;OK;;;
2021-08-29 23:02:39.27;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6543;[10] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., workload=3.00;OK;;;
2021-08-29 23:02:46.047;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6556;[11] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., workload=0.60;OK;;;
2021-08-29 23:02:53.055;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6541;[12] recordIndex=0, title=Nigeria, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., workload=0.15;OK;;;
2021-08-29 23:03:00.097;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;6573;[13] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=Nigeria, workload=1.00;OK;;;
;;Promedio updateNegative;6534,461538;;;;;
2021-08-29 23:00:38.38;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;12750;[1] recordIndex=0, title=task5Updated, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.15, executionPeriod=1.17;OK;;;
2021-08-29 23:00:51.223;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;12591;[2] recordIndex=0, title=task5Updated, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.updated.com, isPublic=false, workload=0.15, executionPeriod=1.17;OK;;;
2021-08-29 23:01:03.938;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;12246;[3] recordIndex=0, title=task5Updated, begin=2024/10/14 10:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.updated.com, isPublic=false, workload=0.15, executionPeriod=0.17;OK;;;
2021-08-29 23:01:16.647;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;12240;[4] recordIndex=1, title=task6h, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=Description Updated., link=http://www.example.com, isPublic=false, workload=1.00, executionPeriod=2.00;OK;;;
2021-08-29 23:01:29.271;acme.testing.manager.task.ManagerTaskUpdateTest;updatePositive;12325;[5] recordIndex=2, title=task7h, begin=2025/10/27 10:00, end=2025/10/27 14:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.45, executionPeriod=4.00;OK;;;
;;Promedio updatePositive;12430,4;;;;;
2021-08-29 22:50:45.829;acme.testing.manager.workplan.ManagerWorkplanAddTaskTest;NegativeAddTaskWorkplan;4458;[1] ;OK;;;
;;Promedio NegativeAddTaskWorkplan;4458;;;;;
2021-08-29 22:50:52.222;acme.testing.manager.workplan.ManagerWorkplanAddTaskTest;positiveAddTaskWorkplan;6205;[1] ;OK;;;
;;Promedio positiveAddTaskWorkplan;6205;;;;;
2021-08-29 22:51:29.627;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;negativeCreateWorkplan;5275;[1] recordIndex=3, title=null, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true;OK;;;
2021-08-29 22:51:34.858;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;negativeCreateWorkplan;5044;[2] recordIndex=4, title=WorkplanTest 2, begin=null, end=2022/06/19 00:00, isPublic=false;OK;;;
2021-08-29 22:51:40.3;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;negativeCreateWorkplan;5242;[3] recordIndex=5, title=WorkplanTest 3, begin=2022/05/09 09:00, end=null, isPublic=true;OK;;;
2021-08-29 22:51:45.763;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;negativeCreateWorkplan;5276;[4] recordIndex=6, title=WorkplanTest 4, begin=2021/05/09 09:00, end=2021/06/19 00:00, isPublic=true;OK;;;
2021-08-29 22:51:51.231;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;negativeCreateWorkplan;5264;[5] recordIndex=7, title=WorkplanTest 5, begin=2022/06/09 09:00, end=2022/05/19 00:00, isPublic=true;OK;;;
;;Promedio negativeCreateWorkplan;5220,2;;;;;
2021-08-29 22:51:07.977;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;positiveCreateWorkplan;8054;[1] recordIndex=6, title=WorkPlanTest 1, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=0.00, executionPeriod=744.00;OK;;;
2021-08-29 22:51:15.955;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;positiveCreateWorkplan;7791;[2] recordIndex=7, title=WorkplanTest 2, begin=2022/05/19 00:00, end=2022/06/19 00:00, isPublic=false, workload=0.00, executionPeriod=744.00;OK;;;
2021-08-29 22:51:24.166;acme.testing.manager.workplan.ManagerWorkPlanCreateTest;positiveCreateWorkplan;8025;[3] recordIndex=8, title=WorkplanTest 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=0.00, executionPeriod=744.00;OK;;;
;;Promedio positiveCreateWorkplan;7956,666667;;;;;
2021-08-29 22:52:04.813;acme.testing.manager.workplan.ManagerWorkPlanDeleteTest;deletePositiveWorkplan;5854;[1] id=111, title=WorkPlan 1, begin=2021/05/09 09:00, end=2021/06/09 09:00, workload=56.00, executionPeriod=744.00;OK;;;
2021-08-29 22:52:10.85;acme.testing.manager.workplan.ManagerWorkPlanDeleteTest;deletePositiveWorkplan;5849;[2] id=112, title=Workplan 2, begin=2021/05/19 00:00, end=2021/06/19 00:00, workload=0.00, executionPeriod=744.45;OK;;;
2021-08-29 22:52:16.875;acme.testing.manager.workplan.ManagerWorkPlanDeleteTest;deletePositiveWorkplan;5835;[3] id=113, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, workload=11.30, executionPeriod=744.45;OK;;;
;;Promedio deletePositiveWorkplan;5846;;;;;
2021-08-29 22:53:01.112;acme.testing.manager.workplan.ManagerWorkPlanListTest;list;7824;[1] recordIndex=0, title=WorkPlan 1, begin=2021/05/09 09:00, end=2021/06/09 09:00, isPublic=true, workload=56.00, executionPeriod=744.00, tasks=121;;;;
2021-08-29 22:53:07.17;acme.testing.manager.workplan.ManagerWorkPlanListTest;list;5870;[2] recordIndex=1, title=Workplan 2, begin=2021/05/19 00:00, end=2021/06/19 00:00, isPublic=true, workload=0.00, executionPeriod=744.45, tasks=;OK;;;
2021-08-29 22:53:14.563;acme.testing.manager.workplan.ManagerWorkPlanListTest;list;7206;[3] recordIndex=2, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=11.30, executionPeriod=744.45, tasks=123;;;;
;;Promedio list;6966,666667;;;;;
2021-08-29 22:52:31.476;acme.testing.manager.workplan.ManagerWorkPlanPrivatizeTest;positivePrivatizeWorkplan;6878;[1] recordIndex=0, title=WorkPlan 1, begin=2021/05/09 09:00, end=2021/06/09 09:00, isPublic=true, workload=56.00, executionPeriod=744.00;OK;;;
2021-08-29 22:52:38.557;acme.testing.manager.workplan.ManagerWorkPlanPrivatizeTest;positivePrivatizeWorkplan;6863;[2] recordIndex=1, title=Workplan 2, begin=2021/05/19 00:00, end=2021/06/19 00:00, isPublic=true, workload=0.00, executionPeriod=744.45;OK;;;
2021-08-29 22:52:45.607;acme.testing.manager.workplan.ManagerWorkPlanPrivatizeTest;positivePrivatizeWorkplan;6864;[3] recordIndex=2, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=11.30, executionPeriod=744.45;OK;;;
;;Promedio positivePrivatizeWorkplan;6868,333333;;;;;
2021-08-29 22:54:12.19;acme.testing.manager.workplan.ManagerWorkPlanPublicTest;positivePublishWorkplan;6885;[1] recordIndex=3, title=Workplan 8, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=false, workload=11.30, executionPeriod=744.45;OK;;;
2021-08-29 22:54:19.207;acme.testing.manager.workplan.ManagerWorkPlanPublicTest;positivePublishWorkplan;6826;[2] recordIndex=4, title=Workplan 9, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=false, workload=20.00, executionPeriod=744.45;OK;;;
2021-08-29 22:54:26.209;acme.testing.manager.workplan.ManagerWorkPlanPublicTest;positivePublishWorkplan;6814;[3] recordIndex=5, title=Workplan 10, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=false, workload=0.25, executionPeriod=744.45;OK;;;
;;Promedio positivePublishWorkplan;6841,666667;;;;;
2021-08-29 22:53:57.642;acme.testing.manager.workplan.ManagerWorkPlanRemoveTaskTest;delete;35385;delete();OK;;;
;;Promedio delete;35385;;;;;
2021-08-29 22:54:43.89;acme.testing.manager.workplan.ManagerWorkplanUpdateTest;negativeUpdateWorkplan;4800;[1] title=Mi workplan, startDate=null, endDate=2022/12/09 09:00;OK;;;
2021-08-29 22:54:48.893;acme.testing.manager.workplan.ManagerWorkplanUpdateTest;negativeUpdateWorkplan;4814;[2] title=null, startDate=null, endDate=null;OK;;;
2021-08-29 22:54:53.93;acme.testing.manager.workplan.ManagerWorkplanUpdateTest;negativeUpdateWorkplan;4847;[3] title=Mi workplan2, startDate=null, endDate=2022/11/09 09:00;OK;;;
2021-08-29 22:54:58.936;acme.testing.manager.workplan.ManagerWorkplanUpdateTest;negativeUpdateWorkplan;4817;[4] title=Mi workplan3, startDate=2022/12/09 09:00, endDate=2022/12/09 09:00;OK;;;
2021-08-29 22:55:03.961;acme.testing.manager.workplan.ManagerWorkplanUpdateTest;negativeUpdateWorkplan;4835;[5] title=null, startDate=2022/12/09 09:00, endDate=2022/12/09 09:00;OK;;;
;;Promedio negativeUpdateWorkplan;4822,6;;;;;
2021-08-29 22:54:38.915;acme.testing.manager.workplan.ManagerWorkplanUpdateTest;positiveUpdateWorkplan;5010;[1] title=Mi workplan, startDate=2022/10/09 09:00, endDate=2022/12/09 09:00;OK;;;
;;Promedio positiveUpdateWorkplan;5010;;;;;
2021-08-29 23:09:08.181;acme.testing.SignUpTest;positiveSignUp;5759;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, phone=Cash & Carry, Co;OK;;;
2021-08-29 23:09:14.131;acme.testing.SignUpTest;positiveSignUp;5759;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, phone=Cash & Carry, Co;OK;;;
2021-08-29 23:09:20.068;acme.testing.SignUpTest;positiveSignUp;5748;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, phone=Networks, Inc.;OK;;;
2021-08-29 23:09:25.969;acme.testing.SignUpTest;positiveSignUp;5714;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, phone=Networks, Inc.;OK;;;
2021-08-29 23:09:31.951;acme.testing.SignUpTest;positiveSignUp;5795;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, phone=Baby Care, GmbH;OK;;;
;;Promedio positiveSignUp;5755;;;;;
;;Promedio general;6073,101382;;;;;
